accession,organism,taxon
AWSF01000278.1,Actinomyces sp. oral taxon 172 str. F0311,1321775
AWSE01000275.1,Actinomyces johnsonii F0542,1321818
AWSD01000081.1,Actinomyces johnsonii F0510,1227262
AWSF01000279.1,Actinomyces sp. oral taxon 172 str. F0311,1321775
AWSE01000276.1,Actinomyces johnsonii F0542,1321818
AWSF01000280.1,Actinomyces sp. oral taxon 172 str. F0311,1321775
AWSD01000082.1,Actinomyces johnsonii F0510,1227262
AWSE01000277.1,Actinomyces johnsonii F0542,1321818
AWSF01000281.1,Actinomyces sp. oral taxon 172 str. F0311,1321775
AWSD01000083.1,Actinomyces johnsonii F0510,1227262
AWSE01000278.1,Actinomyces johnsonii F0542,1321818
AWSF01000282.1,Actinomyces sp. oral taxon 172 str. F0311,1321775
AWSD01000084.1,Actinomyces johnsonii F0510,1227262
AWSE01000279.1,Actinomyces johnsonii F0542,1321818
AWSF01000283.1,Actinomyces sp. oral taxon 172 str. F0311,1321775
AWSD01000085.1,Actinomyces johnsonii F0510,1227262
AWSE01000280.1,Actinomyces johnsonii F0542,1321818
AWSF01000284.1,Actinomyces sp. oral taxon 172 str. F0311,1321775
AWSD01000086.1,Actinomyces johnsonii F0510,1227262
AWSE01000281.1,Actinomyces johnsonii F0542,1321818
AWSF01000285.1,Actinomyces sp. oral taxon 172 str. F0311,1321775
AWSD01000087.1,Actinomyces johnsonii F0510,1227262
AWSE01000282.1,Actinomyces johnsonii F0542,1321818
AWSF01000286.1,Actinomyces sp. oral taxon 172 str. F0311,1321775
AWSD01000088.1,Actinomyces johnsonii F0510,1227262
AWSE01000283.1,Actinomyces johnsonii F0542,1321818
AWSF01000287.1,Actinomyces sp. oral taxon 172 str. F0311,1321775
AWSD01000089.1,Actinomyces johnsonii F0510,1227262
AWSE01000284.1,Actinomyces johnsonii F0542,1321818
AWSF01000288.1,Actinomyces sp. oral taxon 172 str. F0311,1321775
AWSD01000090.1,Actinomyces johnsonii F0510,1227262
AWSE01000285.1,Actinomyces johnsonii F0542,1321818
AWSF01000289.1,Actinomyces sp. oral taxon 172 str. F0311,1321775
AWSD01000091.1,Actinomyces johnsonii F0510,1227262
AWSE01000286.1,Actinomyces johnsonii F0542,1321818
AWSF01000290.1,Actinomyces sp. oral taxon 172 str. F0311,1321775
AWSD01000092.1,Actinomyces johnsonii F0510,1227262
AWSE01000287.1,Actinomyces johnsonii F0542,1321818
AWSF01000291.1,Actinomyces sp. oral taxon 172 str. F0311,1321775
AWSD01000093.1,Actinomyces johnsonii F0510,1227262
AWSF01000292.1,Actinomyces sp. oral taxon 172 str. F0311,1321775
AWSE01000288.1,Actinomyces johnsonii F0542,1321818
AWSD01000094.1,Actinomyces johnsonii F0510,1227262
AWSF01000293.1,Actinomyces sp. oral taxon 172 str. F0311,1321775
AWSE01000289.1,Actinomyces johnsonii F0542,1321818
AWSD01000095.1,Actinomyces johnsonii F0510,1227262
AWSE01000290.1,Actinomyces johnsonii F0542,1321818
AWSD01000096.1,Actinomyces johnsonii F0510,1227262
AWSE01000291.1,Actinomyces johnsonii F0542,1321818
AWSD01000097.1,Actinomyces johnsonii F0510,1227262
AWSE01000292.1,Actinomyces johnsonii F0542,1321818
AWSD01000098.1,Actinomyces johnsonii F0510,1227262
AWSE01000293.1,Actinomyces johnsonii F0542,1321818
AWSE01000294.1,Actinomyces johnsonii F0542,1321818
AWSD01000099.1,Actinomyces johnsonii F0510,1227262
AWSC01000001.1,Actinomyces graevenitzii F0530,1321817
AWSE01000295.1,Actinomyces johnsonii F0542,1321818
AWSD01000100.1,Actinomyces johnsonii F0510,1227262
AWSC01000002.1,Actinomyces graevenitzii F0530,1321817
AWSE01000296.1,Actinomyces johnsonii F0542,1321818
AWSD01000101.1,Actinomyces johnsonii F0510,1227262
AWSC01000003.1,Actinomyces graevenitzii F0530,1321817
AWSE01000297.1,Actinomyces johnsonii F0542,1321818
AWSD01000102.1,Actinomyces johnsonii F0510,1227262
AWSE01000298.1,Actinomyces johnsonii F0542,1321818
AWSC01000004.1,Actinomyces graevenitzii F0530,1321817
AWSE01000299.1,Actinomyces johnsonii F0542,1321818
AWSD01000103.1,Actinomyces johnsonii F0510,1227262
AWSE01000300.1,Actinomyces johnsonii F0542,1321818
AWSC01000005.1,Actinomyces graevenitzii F0530,1321817
AWSD01000104.1,Actinomyces johnsonii F0510,1227262
AWSE01000301.1,Actinomyces johnsonii F0542,1321818
AWSC01000006.1,Actinomyces graevenitzii F0530,1321817
AWSD01000105.1,Actinomyces johnsonii F0510,1227262
AWSE01000302.1,Actinomyces johnsonii F0542,1321818
AWSC01000007.1,Actinomyces graevenitzii F0530,1321817
AWSD01000106.1,Actinomyces johnsonii F0510,1227262
AWSE01000303.1,Actinomyces johnsonii F0542,1321818
AWSE01000304.1,Actinomyces johnsonii F0542,1321818
AWSD01000107.1,Actinomyces johnsonii F0510,1227262
AWSE01000305.1,Actinomyces johnsonii F0542,1321818
AWSD01000108.1,Actinomyces johnsonii F0510,1227262
AWSE01000306.1,Actinomyces johnsonii F0542,1321818
AWSE01000307.1,Actinomyces johnsonii F0542,1321818
AWSE01000308.1,Actinomyces johnsonii F0542,1321818
AWSE01000309.1,Actinomyces johnsonii F0542,1321818
AWSD01000109.1,Actinomyces johnsonii F0510,1227262
AWSD01000110.1,Actinomyces johnsonii F0510,1227262
AWSE01000310.1,Actinomyces johnsonii F0542,1321818
AWSD01000111.1,Actinomyces johnsonii F0510,1227262
AWSD01000112.1,Actinomyces johnsonii F0510,1227262
AWSE01000311.1,Actinomyces johnsonii F0542,1321818
AWSD01000113.1,Actinomyces johnsonii F0510,1227262
AWSE01000312.1,Actinomyces johnsonii F0542,1321818
AWSD01000114.1,Actinomyces johnsonii F0510,1227262
AWSE01000313.1,Actinomyces johnsonii F0542,1321818
AWSD01000115.1,Actinomyces johnsonii F0510,1227262
AWSE01000314.1,Actinomyces johnsonii F0542,1321818
AWSD01000116.1,Actinomyces johnsonii F0510,1227262
AWSE01000315.1,Actinomyces johnsonii F0542,1321818
AWSD01000117.1,Actinomyces johnsonii F0510,1227262
AWSE01000316.1,Actinomyces johnsonii F0542,1321818
AWSD01000118.1,Actinomyces johnsonii F0510,1227262
AWSE01000317.1,Actinomyces johnsonii F0542,1321818
AWSE01000318.1,Actinomyces johnsonii F0542,1321818
AWSE01000319.1,Actinomyces johnsonii F0542,1321818
AWSE01000320.1,Actinomyces johnsonii F0542,1321818
AWSE01000321.1,Actinomyces johnsonii F0542,1321818
AWSE01000322.1,Actinomyces johnsonii F0542,1321818
AWSE01000323.1,Actinomyces johnsonii F0542,1321818
AWSD01000119.1,Actinomyces johnsonii F0510,1227262
AWSE01000324.1,Actinomyces johnsonii F0542,1321818
AWSD01000120.1,Actinomyces johnsonii F0510,1227262
AWSE01000325.1,Actinomyces johnsonii F0542,1321818
AWSD01000121.1,Actinomyces johnsonii F0510,1227262
AWSD01000122.1,Actinomyces johnsonii F0510,1227262
AWSD01000123.1,Actinomyces johnsonii F0510,1227262
AWSD01000124.1,Actinomyces johnsonii F0510,1227262
AWSD01000125.1,Actinomyces johnsonii F0510,1227262
AWSD01000126.1,Actinomyces johnsonii F0510,1227262
AWSD01000127.1,Actinomyces johnsonii F0510,1227262
AWSB01000001.1,Actinobaculum sp. oral taxon 183 str. F0552,1227261
AWSD01000128.1,Actinomyces johnsonii F0510,1227262
AWSB01000002.1,Actinobaculum sp. oral taxon 183 str. F0552,1227261
AWSD01000129.1,Actinomyces johnsonii F0510,1227262
AWSB01000003.1,Actinobaculum sp. oral taxon 183 str. F0552,1227261
AWSD01000130.1,Actinomyces johnsonii F0510,1227262
AWSB01000004.1,Actinobaculum sp. oral taxon 183 str. F0552,1227261
AWSD01000131.1,Actinomyces johnsonii F0510,1227262
AWSB01000005.1,Actinobaculum sp. oral taxon 183 str. F0552,1227261
AWSB01000006.1,Actinobaculum sp. oral taxon 183 str. F0552,1227261
AWSD01000132.1,Actinomyces johnsonii F0510,1227262
AWSC01000008.1,Actinomyces graevenitzii F0530,1321817
AWSD01000133.1,Actinomyces johnsonii F0510,1227262
AWSB01000007.1,Actinobaculum sp. oral taxon 183 str. F0552,1227261
AWSD01000134.1,Actinomyces johnsonii F0510,1227262
AWSB01000008.1,Actinobaculum sp. oral taxon 183 str. F0552,1227261
AWSD01000135.1,Actinomyces johnsonii F0510,1227262
AWSB01000009.1,Actinobaculum sp. oral taxon 183 str. F0552,1227261
AWSD01000136.1,Actinomyces johnsonii F0510,1227262
AWSB01000010.1,Actinobaculum sp. oral taxon 183 str. F0552,1227261
AWSD01000137.1,Actinomyces johnsonii F0510,1227262
AWSB01000011.1,Actinobaculum sp. oral taxon 183 str. F0552,1227261
AWSD01000138.1,Actinomyces johnsonii F0510,1227262
AWSB01000012.1,Actinobaculum sp. oral taxon 183 str. F0552,1227261
AWSD01000139.1,Actinomyces johnsonii F0510,1227262
AWSB01000013.1,Actinobaculum sp. oral taxon 183 str. F0552,1227261
AWSD01000140.1,Actinomyces johnsonii F0510,1227262
AWSB01000014.1,Actinobaculum sp. oral taxon 183 str. F0552,1227261
AWSD01000141.1,Actinomyces johnsonii F0510,1227262
AWSD01000142.1,Actinomyces johnsonii F0510,1227262
AWSB01000015.1,Actinobaculum sp. oral taxon 183 str. F0552,1227261
AWSD01000143.1,Actinomyces johnsonii F0510,1227262
AWSD01000144.1,Actinomyces johnsonii F0510,1227262
AWSB01000016.1,Actinobaculum sp. oral taxon 183 str. F0552,1227261
AWSD01000145.1,Actinomyces johnsonii F0510,1227262
AWSD01000146.1,Actinomyces johnsonii F0510,1227262
AWSB01000017.1,Actinobaculum sp. oral taxon 183 str. F0552,1227261
AWSD01000147.1,Actinomyces johnsonii F0510,1227262
AWSB01000018.1,Actinobaculum sp. oral taxon 183 str. F0552,1227261
AWSD01000148.1,Actinomyces johnsonii F0510,1227262
AWSB01000019.1,Actinobaculum sp. oral taxon 183 str. F0552,1227261
AWSD01000149.1,Actinomyces johnsonii F0510,1227262
AWSB01000020.1,Actinobaculum sp. oral taxon 183 str. F0552,1227261
AWSD01000150.1,Actinomyces johnsonii F0510,1227262
AWSB01000021.1,Actinobaculum sp. oral taxon 183 str. F0552,1227261
AWSD01000151.1,Actinomyces johnsonii F0510,1227262
AWSD01000152.1,Actinomyces johnsonii F0510,1227262
AWSB01000022.1,Actinobaculum sp. oral taxon 183 str. F0552,1227261
AWSD01000153.1,Actinomyces johnsonii F0510,1227262
AWSB01000023.1,Actinobaculum sp. oral taxon 183 str. F0552,1227261
AWSD01000154.1,Actinomyces johnsonii F0510,1227262
AWSB01000024.1,Actinobaculum sp. oral taxon 183 str. F0552,1227261
AWSD01000155.1,Actinomyces johnsonii F0510,1227262
AWSB01000025.1,Actinobaculum sp. oral taxon 183 str. F0552,1227261
AWSD01000156.1,Actinomyces johnsonii F0510,1227262
AWSB01000026.1,Actinobaculum sp. oral taxon 183 str. F0552,1227261
AWSD01000157.1,Actinomyces johnsonii F0510,1227262
AWSB01000027.1,Actinobaculum sp. oral taxon 183 str. F0552,1227261
AWSD01000158.1,Actinomyces johnsonii F0510,1227262
AWSB01000028.1,Actinobaculum sp. oral taxon 183 str. F0552,1227261
AWSD01000159.1,Actinomyces johnsonii F0510,1227262
AWSB01000029.1,Actinobaculum sp. oral taxon 183 str. F0552,1227261
AWSD01000160.1,Actinomyces johnsonii F0510,1227262
AWSB01000030.1,Actinobaculum sp. oral taxon 183 str. F0552,1227261
AWSD01000161.1,Actinomyces johnsonii F0510,1227262
AWSB01000031.1,Actinobaculum sp. oral taxon 183 str. F0552,1227261
AWSD01000162.1,Actinomyces johnsonii F0510,1227262
AWSC01000009.1,Actinomyces graevenitzii F0530,1321817
AWSB01000032.1,Actinobaculum sp. oral taxon 183 str. F0552,1227261
AWSD01000163.1,Actinomyces johnsonii F0510,1227262
AWSC01000010.1,Actinomyces graevenitzii F0530,1321817
AWSD01000164.1,Actinomyces johnsonii F0510,1227262
AWSC01000011.1,Actinomyces graevenitzii F0530,1321817
AWSD01000165.1,Actinomyces johnsonii F0510,1227262
AWSD01000166.1,Actinomyces johnsonii F0510,1227262
AWSD01000167.1,Actinomyces johnsonii F0510,1227262
AWSD01000168.1,Actinomyces johnsonii F0510,1227262
AWSD01000169.1,Actinomyces johnsonii F0510,1227262
AWSD01000170.1,Actinomyces johnsonii F0510,1227262
AWSD01000171.1,Actinomyces johnsonii F0510,1227262
AWSD01000172.1,Actinomyces johnsonii F0510,1227262
AWSD01000173.1,Actinomyces johnsonii F0510,1227262
AWSD01000174.1,Actinomyces johnsonii F0510,1227262
AWSD01000175.1,Actinomyces johnsonii F0510,1227262
AWSD01000176.1,Actinomyces johnsonii F0510,1227262
AWSD01000177.1,Actinomyces johnsonii F0510,1227262
AWSD01000178.1,Actinomyces johnsonii F0510,1227262
AWSD01000179.1,Actinomyces johnsonii F0510,1227262
AWSD01000180.1,Actinomyces johnsonii F0510,1227262
AWSD01000181.1,Actinomyces johnsonii F0510,1227262
AWSD01000182.1,Actinomyces johnsonii F0510,1227262
AWSD01000183.1,Actinomyces johnsonii F0510,1227262
AWSD01000184.1,Actinomyces johnsonii F0510,1227262
AWSD01000185.1,Actinomyces johnsonii F0510,1227262
AWSD01000186.1,Actinomyces johnsonii F0510,1227262
AWSD01000187.1,Actinomyces johnsonii F0510,1227262
AWSD01000188.1,Actinomyces johnsonii F0510,1227262
AWSD01000189.1,Actinomyces johnsonii F0510,1227262
AWSD01000190.1,Actinomyces johnsonii F0510,1227262
AWSD01000191.1,Actinomyces johnsonii F0510,1227262
AWSD01000192.1,Actinomyces johnsonii F0510,1227262
AWSD01000193.1,Actinomyces johnsonii F0510,1227262
AWSD01000194.1,Actinomyces johnsonii F0510,1227262
AWSD01000195.1,Actinomyces johnsonii F0510,1227262
AWSD01000196.1,Actinomyces johnsonii F0510,1227262
AWSD01000197.1,Actinomyces johnsonii F0510,1227262
AWSD01000198.1,Actinomyces johnsonii F0510,1227262
AWSD01000199.1,Actinomyces johnsonii F0510,1227262
AWSD01000200.1,Actinomyces johnsonii F0510,1227262
AWSD01000201.1,Actinomyces johnsonii F0510,1227262
AWSD01000202.1,Actinomyces johnsonii F0510,1227262
AWSD01000203.1,Actinomyces johnsonii F0510,1227262
AWSD01000204.1,Actinomyces johnsonii F0510,1227262
AWSD01000205.1,Actinomyces johnsonii F0510,1227262
AWSD01000206.1,Actinomyces johnsonii F0510,1227262
AWSD01000207.1,Actinomyces johnsonii F0510,1227262
AWSD01000208.1,Actinomyces johnsonii F0510,1227262
AWSD01000209.1,Actinomyces johnsonii F0510,1227262
AWSD01000210.1,Actinomyces johnsonii F0510,1227262
AWSD01000211.1,Actinomyces johnsonii F0510,1227262
AWSD01000212.1,Actinomyces johnsonii F0510,1227262
AWSD01000213.1,Actinomyces johnsonii F0510,1227262
AWSD01000214.1,Actinomyces johnsonii F0510,1227262
AWSD01000215.1,Actinomyces johnsonii F0510,1227262
AWSD01000216.1,Actinomyces johnsonii F0510,1227262
AWSD01000217.1,Actinomyces johnsonii F0510,1227262
AWSD01000218.1,Actinomyces johnsonii F0510,1227262
AWSD01000219.1,Actinomyces johnsonii F0510,1227262
AWSD01000220.1,Actinomyces johnsonii F0510,1227262
AWSD01000221.1,Actinomyces johnsonii F0510,1227262
AWSD01000222.1,Actinomyces johnsonii F0510,1227262
AWSD01000223.1,Actinomyces johnsonii F0510,1227262
AWSD01000224.1,Actinomyces johnsonii F0510,1227262
AWSD01000225.1,Actinomyces johnsonii F0510,1227262
AWSD01000226.1,Actinomyces johnsonii F0510,1227262
AWSD01000227.1,Actinomyces johnsonii F0510,1227262
AWSD01000228.1,Actinomyces johnsonii F0510,1227262
AWSD01000229.1,Actinomyces johnsonii F0510,1227262
AWSD01000230.1,Actinomyces johnsonii F0510,1227262
AWSD01000231.1,Actinomyces johnsonii F0510,1227262
AWSD01000232.1,Actinomyces johnsonii F0510,1227262
AWSD01000233.1,Actinomyces johnsonii F0510,1227262
AWSD01000234.1,Actinomyces johnsonii F0510,1227262
AWSD01000235.1,Actinomyces johnsonii F0510,1227262
AWSD01000236.1,Actinomyces johnsonii F0510,1227262
AWSD01000237.1,Actinomyces johnsonii F0510,1227262
AWSD01000238.1,Actinomyces johnsonii F0510,1227262
AWSD01000239.1,Actinomyces johnsonii F0510,1227262
AWSD01000240.1,Actinomyces johnsonii F0510,1227262
AWSD01000241.1,Actinomyces johnsonii F0510,1227262
AWSD01000242.1,Actinomyces johnsonii F0510,1227262
AWSD01000243.1,Actinomyces johnsonii F0510,1227262
AWSD01000244.1,Actinomyces johnsonii F0510,1227262
AWSD01000245.1,Actinomyces johnsonii F0510,1227262
AWSD01000246.1,Actinomyces johnsonii F0510,1227262
AWSD01000247.1,Actinomyces johnsonii F0510,1227262
AWSD01000248.1,Actinomyces johnsonii F0510,1227262
AWSD01000249.1,Actinomyces johnsonii F0510,1227262
AWSD01000250.1,Actinomyces johnsonii F0510,1227262
AWSD01000251.1,Actinomyces johnsonii F0510,1227262
AWSD01000252.1,Actinomyces johnsonii F0510,1227262
AWSD01000253.1,Actinomyces johnsonii F0510,1227262
AWSD01000254.1,Actinomyces johnsonii F0510,1227262
AWSD01000255.1,Actinomyces johnsonii F0510,1227262
AWSD01000256.1,Actinomyces johnsonii F0510,1227262
AWSD01000257.1,Actinomyces johnsonii F0510,1227262
AWSD01000258.1,Actinomyces johnsonii F0510,1227262
AWSD01000259.1,Actinomyces johnsonii F0510,1227262
AWSD01000260.1,Actinomyces johnsonii F0510,1227262
AWSD01000261.1,Actinomyces johnsonii F0510,1227262
AWSD01000262.1,Actinomyces johnsonii F0510,1227262
AWSB01000033.1,Actinobaculum sp. oral taxon 183 str. F0552,1227261
AWSD01000263.1,Actinomyces johnsonii F0510,1227262
AWSC01000012.1,Actinomyces graevenitzii F0530,1321817
AWSD01000264.1,Actinomyces johnsonii F0510,1227262
AWSC01000013.1,Actinomyces graevenitzii F0530,1321817
AWSB01000034.1,Actinobaculum sp. oral taxon 183 str. F0552,1227261
AWSD01000265.1,Actinomyces johnsonii F0510,1227262
AWSC01000014.1,Actinomyces graevenitzii F0530,1321817
AWSB01000035.1,Actinobaculum sp. oral taxon 183 str. F0552,1227261
AWSD01000266.1,Actinomyces johnsonii F0510,1227262
AWSD01000267.1,Actinomyces johnsonii F0510,1227262
AWSB01000036.1,Actinobaculum sp. oral taxon 183 str. F0552,1227261
AWSC01000015.1,Actinomyces graevenitzii F0530,1321817
AWSD01000268.1,Actinomyces johnsonii F0510,1227262
AWSB01000037.1,Actinobaculum sp. oral taxon 183 str. F0552,1227261
AWSC01000016.1,Actinomyces graevenitzii F0530,1321817
AWSD01000269.1,Actinomyces johnsonii F0510,1227262
AWSB01000038.1,Actinobaculum sp. oral taxon 183 str. F0552,1227261
AWSC01000017.1,Actinomyces graevenitzii F0530,1321817
AWSD01000270.1,Actinomyces johnsonii F0510,1227262
AWSB01000039.1,Actinobaculum sp. oral taxon 183 str. F0552,1227261
AWSC01000018.1,Actinomyces graevenitzii F0530,1321817
AWSD01000271.1,Actinomyces johnsonii F0510,1227262
AWSB01000040.1,Actinobaculum sp. oral taxon 183 str. F0552,1227261
AWSC01000019.1,Actinomyces graevenitzii F0530,1321817
AWSD01000272.1,Actinomyces johnsonii F0510,1227262
AWSB01000041.1,Actinobaculum sp. oral taxon 183 str. F0552,1227261
AWSC01000020.1,Actinomyces graevenitzii F0530,1321817
AWSD01000273.1,Actinomyces johnsonii F0510,1227262
AWSB01000042.1,Actinobaculum sp. oral taxon 183 str. F0552,1227261
AWSC01000021.1,Actinomyces graevenitzii F0530,1321817
AWSD01000274.1,Actinomyces johnsonii F0510,1227262
AWSB01000043.1,Actinobaculum sp. oral taxon 183 str. F0552,1227261
AWSC01000022.1,Actinomyces graevenitzii F0530,1321817
AWSD01000275.1,Actinomyces johnsonii F0510,1227262
AWSB01000044.1,Actinobaculum sp. oral taxon 183 str. F0552,1227261
AWSC01000023.1,Actinomyces graevenitzii F0530,1321817
AWSD01000276.1,Actinomyces johnsonii F0510,1227262
AWSB01000045.1,Actinobaculum sp. oral taxon 183 str. F0552,1227261
AWSC01000024.1,Actinomyces graevenitzii F0530,1321817
AWSD01000277.1,Actinomyces johnsonii F0510,1227262
AWSB01000046.1,Actinobaculum sp. oral taxon 183 str. F0552,1227261
AWSD01000278.1,Actinomyces johnsonii F0510,1227262
AWSC01000025.1,Actinomyces graevenitzii F0530,1321817
AWSB01000047.1,Actinobaculum sp. oral taxon 183 str. F0552,1227261
AWSD01000279.1,Actinomyces johnsonii F0510,1227262
AWSC01000026.1,Actinomyces graevenitzii F0530,1321817
AWSB01000048.1,Actinobaculum sp. oral taxon 183 str. F0552,1227261
AWSD01000280.1,Actinomyces johnsonii F0510,1227262
AWSC01000027.1,Actinomyces graevenitzii F0530,1321817
AWSB01000049.1,Actinobaculum sp. oral taxon 183 str. F0552,1227261
AWSD01000281.1,Actinomyces johnsonii F0510,1227262
AWSC01000028.1,Actinomyces graevenitzii F0530,1321817
AWSB01000050.1,Actinobaculum sp. oral taxon 183 str. F0552,1227261
AWSD01000282.1,Actinomyces johnsonii F0510,1227262
AWSC01000029.1,Actinomyces graevenitzii F0530,1321817
AWSB01000051.1,Actinobaculum sp. oral taxon 183 str. F0552,1227261
AWSD01000283.1,Actinomyces johnsonii F0510,1227262
AWSC01000030.1,Actinomyces graevenitzii F0530,1321817
AWSB01000052.1,Actinobaculum sp. oral taxon 183 str. F0552,1227261
AWSD01000284.1,Actinomyces johnsonii F0510,1227262
AWSC01000031.1,Actinomyces graevenitzii F0530,1321817
AWSB01000053.1,Actinobaculum sp. oral taxon 183 str. F0552,1227261
AWSD01000285.1,Actinomyces johnsonii F0510,1227262
AWSC01000032.1,Actinomyces graevenitzii F0530,1321817
AWSD01000286.1,Actinomyces johnsonii F0510,1227262
AWSB01000054.1,Actinobaculum sp. oral taxon 183 str. F0552,1227261
AWSC01000033.1,Actinomyces graevenitzii F0530,1321817
AWSD01000287.1,Actinomyces johnsonii F0510,1227262
AWSB01000055.1,Actinobaculum sp. oral taxon 183 str. F0552,1227261
